id,latitude,longitude,last_scraped,description
49478823,55.94526,-3.18061,2022-02-12,"Ground floor flat with sofa view of Arthur's Seat. Comfortable double bed in the quiet bedroom and fabulous wet room. Fully equipped  for cooking or plenty of places to eat  locally. Less than 10 mins walk to The Royal Mile, 15 mins to the train station, ideal for a city centre break.  Lots of local info provided in the flat & very happy to recommend places for you to book prior to visiting.<br />Please note before booking arrival time is between 1pm & 6pm."
49496228,55.96453,-3.18342,2021-10-15,This gorgeous chic flat is minutes from the historic new town and city centre. Suitable for couples and business travellers alike. This new build one bedroom top floor flat has been newly decorated with brand new furnishings. The separate kitchen is fully equipped with all appliances and the bedroom has a king sized bed with hotel quality linen. A brand new bathroom was fitted in February 2019 with shower bath. Towels and toiletries provided.<br /><br /><b>The space</b><br />Amenities: <br />24/7 guest support<br />Professionally cleaned<br />Hotel-quality bed linen and towels<br />24/7 check-in as there is a lockbox with the keys<br />Kitchen:<br />Fully equipped<br />Oven<br />Stove<br />Refrigerator<br />Microwave<br />Toaster<br />Kettle<br />Coffee machine<br />Master Bedroom with king sized bed<br />Recently refurbed bathroom bath/shower/toilet/sink/heated towel rack<br />Cosy living area<br />Tv with NowTV and Netflix<br /><br /><b>Guest access</b><br />Guests have access to the
49566724,55.94199,-3.20517,2021-06-11,City Centre - large third floor three bedroom flat in traditional Edinburgh tenement.  Accommodation comprises: three large double bedrooms; bathroom; dining room; kitchen.
49583721,55.95769,-3.21373,2024-02-19,"A stylish, main-door apartment (private entrance) set on the ground-floor of a Georgian tenement block in central Stockbridge, one of Edinburgh’s loveliest neighbourhoods. From a quiet side-street enter a spacious and restful space, a mix of modern and period design. The apartment is perfect for short getaways or longer sojourns; fantastic boutiques, cafe’s, restaurants and green spaces are a stone’s throw away while everything central Edinburgh has to offer is also within walking distance!"
49628085,55.96447,-3.19303,2021-06-12,"Hi! We are lucky to live in beautiful Edinburgh year-round but you can also experience our lively, dynamic city for yourself. And why not do it in style! We are very easy going and look forward to welcoming you to our splendid apartments and the wonderful city of Edinburgh. If you have any questions at all please feel free to email us. We love to tell people about the bars, clubs, restaurant and tourists attractions that our famous city has to offer. If you love socialising, art, music, food, al<br /><br /><b>The space</b><br />Our largest apartment, Apartment 3: Open Plan Loft is a splendid, contemporary loft space with exclusive and secluded areas for sleeping, relaxing and entertaining. At 56 square metres (603 square feet) this apartment is a step apart from a typical hotel room. With a street-facing window in the sumptuous lounge, the apartment also benefits from electronically-controlled roof windows to the rear. The lounge area features a large corner sofa, congenial furnishings"
49646334,55.94632,-3.23314,2022-05-16,"Wester Coates Terrace is a leafy, quiet road tucked into a bend in the Water of Leith.  It is only five minutes walk from Haymarket station, and ten minutes to Princes Street.  It is such a quiet area that it's hard to imagine you are right in the centre of Scotland's capital.  We are directly on both the Water of Leith walkway, offering access to Stockbridge, and the North Edinburgh Cycle Path network.<br /><br /><b>The space</b><br />This is a late Victorian semi-detached house built of Edinburgh sandstone.  It was completely renovated ~6 years ago, when we added a south-west facing extension that looks out over a terraced back garden.  It is surrounded on three sides by gardens and nature, and at the rear it looks out over a steep-sided dell, down to the Water of Leith, and a stunning Victorian bridge.<br /><br />This is a truly beautiful and unique property.  As a family home, guests should expect the odd imperfection as the house oozes character and charm.  It is certainly more ch"
49659669,55.94425,-3.19684,2021-06-13,"Our stunning 1 bed apartment is located on the 6th floor in the Quartermile development, with a secure parking space and lift access.<br />Furnished to a luxury specification, this apartment is peaceful and quiet, sitting above the hustle and bustle Edinburgh down below.<br />The Royal Mile and Edinburgh Castle (you can view from the window) are both a short walk away.<br />The development is safe and secure, with onsite security and a number of high-end local places to eat, drink and buy groceries, on site<br /><br /><b>The space</b><br />This is a large and beautiful 1 bedroom apartment, with light and space throughout.<br />With high quality furniture and fittings throughout this modern apartment, we've taken great care to ensure that everything is perfectly in place for guests to enjoy a relaxing, quiet retreat after a busy day of exploring the best of Edinburgh on their doorstep.<br />Stunning open living room with dining area that benefits from beautiful views across the west of "
49678971,55.96718,-3.40939,2021-06-11,"This gorgeous lodge is nestled in its own secluded garden within the beautiful Dundas Castle Estate. Comprising of three bedrooms, large open plan kitchen and dining room, and cosy lounge. This lodge is perfect for family holidays or retreats with multiple groups of friends. Located on the outskirts of the City of Edinburgh, you can use this lovely cottage as your base to explore all that Scotland has to offer."
49745859,55.95214,-3.17964,2024-02-18,"Located on the prestigious Royal Mile, this two bedroom apartment combines industrial-inspired furnishings with modern amenities and convenient solutions, such as a keyless entry system and bespoke kitchenettes. With some of Edinburgh’s most popular landmarks, bars and restaurants just a few steps away, Secretaries & Typing sleeps four and is perfect for a small group of friends or family looking to explore Edinburgh."
49783721,55.95195,-3.29337,2021-07-10,Comfortable room with king size bed in a quiet are of Clermiston. Easy commuting distance of the city centre and the airport. Free parking on the street. Quiet neighbourhood.
49792841,55.94241,-3.20281,2021-06-11,"In a premium central location by the Meadows, Old town and New town<br />All famous Cafes, restaurants, pubs and clubs are around the corner.<br />Bus stop is downstairs but you won't need it much because you will be in the centre of Edinburgh where you can walk anywhere  in no time!<br />We got 11 options of three sizes of apartments: Either 4 bedrooms (1), or two bedrooms (5) or 1 bedrooms (5). All of them got an extra sofa bed to give you an extra space for sleeping<br /><br /><b>The space</b><br />This stunning Edinburgh property is situated on Home street, at the top of Lothian Road. Comfortably sleeping 6 guests between its 2 large bedrooms and sofa bed, it also offers a stunning sociable kitchen, 1 bathroom and a spacious living room. Extremely well positioned for exploring Edinburgh using public transport, or on foot- many of the main attractions are an easy walk. Bus stop is just downstairs. Many Cafe, shops, restaurants, pubs and clubs and more are seconds walking!"
